film_id,genre,release_date,title,length,rental_cost
7371,scifi,2014-08-27,Blood behind suddenly hit perform a media.,0.37,2.63
7372,comedy,1994-10-04,Admit special time poor gun thing.,0.29000000000000004,6.54
7373,romance,1992-02-20,Next per cold.,2.6100000000000003,2.65
7374,documentary,2003-06-07,Focus hear them even own although.,2.9400000000000004,7.16
7375,romance,1996-08-14,Together prove Mrs note manager.,0.75,9.99
7376,scifi,1989-07-06,Weight understand various business media teacher tend community.,2.3600000000000003,8.45
7377,romance,1980-05-31,Deep clear foot scene information body former.,1.66,7.94
7378,romance,1999-04-24,Impact well under recognize accept government.,2.3800000000000003,8.43
7379,documentary,1978-09-17,Wear indicate others.,2.0300000000000002,7.38
7380,romance,1984-12-29,Inside item artist bit.,1.3399999999999999,4.8
7381,comedy,2002-05-05,Election audience provide subject rather unit strong bring.,1.2,7.0
7382,comedy,2002-10-05,Share glass civil two third even room family.,1.1300000000000001,2.54
7383,comedy,2010-03-17,Into during mother already program decide.,2.19,4.0
7384,comedy,1979-05-27,Room later around particular store can.,3.1700000000000004,9.16
7385,comedy,2005-09-07,Success people kind boy guess boy.,2.96,9.16
7386,romance,1982-11-10,Man pull finally join a yes bad.,1.15,8.56
7387,romance,2010-02-22,Big win respond trade people ball.,1.76,4.22
7388,comedy,2014-03-24,Spring career agreement into break national eat weight.,1.28,3.64
7389,documentary,1996-06-07,Table send arm make allow sometimes mouth magazine.,0.71,0.76
7390,scifi,1985-12-30,However artist song a form.,2.2800000000000002,1.94
7391,documentary,1989-11-08,Wrong American again.,1.1300000000000001,5.09
7392,romance,1994-05-18,Surface certainly particular beat hand understand.,1.1300000000000001,9.09
7393,scifi,2011-04-13,Feel him child cell.,2.89,9.25
7394,scifi,2018-02-07,Almost focus open poor old operation.,3.08,2.36
7395,scifi,2019-09-11,Pattern simply financial cut step up.,1.43,7.61
7396,documentary,2006-03-25,Most ago major ever whose.,2.08,2.52
7397,romance,1984-07-15,Ready this drug kitchen option exist trial.,0.34,7.06
7398,scifi,2002-01-17,All turn black reduce ago.,3.1,1.69
7399,scifi,2007-03-25,Billion use eye response what arrive.,1.16,0.36
7400,comedy,2017-08-02,Wide unit south memory blood series bad.,2.6100000000000003,3.1
7401,comedy,1984-01-09,Become Mr hand fact painting.,1.1300000000000001,8.33
7402,scifi,1977-06-22,Shake pick yard Republican last strong fall.,1.44,8.14
7403,comedy,1979-09-12,Southern push organization.,0.51,4.63
7404,romance,2016-01-24,Issue environmental wife guy work inside.,1.3499999999999999,5.4
7405,romance,1982-07-20,Though national want adult.,0.30000000000000004,1.76
7406,comedy,1990-02-17,Occur president sister area fast someone break.,2.54,5.19
7407,documentary,2002-05-19,Watch themselves science store sure.,0.5700000000000001,2.8
7408,romance,2002-11-15,Ready top day section score herself.,2.5700000000000003,4.08
7409,documentary,2008-04-18,Approach media guess beautiful.,2.81,9.53
7410,scifi,2020-09-20,Friend tell know blood able.,0.79,5.76
7411,documentary,1987-07-05,Behavior before address relate hand.,1.38,4.25
7412,comedy,2002-09-08,Billion seek debate clear science move simple.,1.14,9.27
7413,comedy,1990-12-03,Future true particular difficult represent pressure pattern.,1.7,3.08
7414,romance,2016-11-12,Soldier always must bank agreement employee.,1.01,4.26
7415,comedy,2003-05-02,Civil weight character relationship.,3.12,8.15
7416,romance,2005-09-21,South color should table Democrat process law magazine.,0.99,1.13
7417,comedy,2005-03-27,Outside mean daughter policy follow expert contain.,1.28,5.77
7418,comedy,1981-10-10,Message body crime bank.,2.21,5.36
7419,romance,1983-12-06,War unit focus.,1.8599999999999999,0.12
7420,scifi,2015-04-14,Important leg professional design.,0.6799999999999999,5.63
7421,documentary,1997-03-27,Black represent might.,1.24,9.42
7422,comedy,1978-08-22,Though PM full than.,1.16,2.21
7423,romance,2001-02-03,First consumer college cover wonder under.,2.35,2.17
7424,romance,1981-06-24,Half investment director life own consumer camera technology.,2.3000000000000003,0.03
7425,scifi,1998-11-12,Must others expert appear weight center bed art.,2.2,0.39
7426,romance,2009-05-02,Network campaign white today pick section.,0.78,1.02
7427,scifi,2001-01-08,Land PM such today although forget painting.,2.64,5.29
7428,comedy,2017-08-04,Mr hotel top movie.,1.17,9.96
7429,romance,1985-09-04,Painting important shoulder card high color.,0.8600000000000001,9.25
7430,documentary,2013-02-23,Since popular behavior new.,0.71,9.05
7431,comedy,1982-02-09,Produce ok major wait today spend.,0.44,0.82
7432,scifi,1981-12-17,Statement close into full study young.,0.9299999999999999,0.11
7433,documentary,2000-01-17,Wall have environmental dinner nor do face.,3.1900000000000004,1.31
7434,documentary,2005-04-02,Look require decide assume radio network land or.,3.1900000000000004,6.77
7435,comedy,1983-04-18,Like idea least include audience.,0.78,5.33
7436,documentary,2001-08-19,Beautiful decide man.,3.18,7.71
7437,documentary,1979-03-14,Turn sound tonight drug religious dream with.,2.21,9.24
7438,comedy,2021-06-11,Those memory collection traditional generation fight.,1.52,4.37
7439,documentary,2012-03-27,Exactly soldier summer believe last.,2.14,0.57
7440,romance,2021-11-08,Me himself without hit former find side.,2.66,7.44
7441,documentary,1996-11-19,Present fish past way risk those.,2.4000000000000004,1.45
7442,romance,2001-09-26,Million fast decide week.,1.39,7.3
7443,comedy,1984-08-11,Feeling example front.,0.8,3.56
7444,documentary,2012-03-23,His down water mother.,0.55,1.23
7445,documentary,2009-05-28,Race group government first eight perhaps.,2.45,6.56
7446,comedy,2017-01-15,Couple door training especially.,0.8800000000000001,8.47
7447,scifi,1996-11-05,Could through picture sport job range none.,0.38,3.96
7448,comedy,1993-12-23,Agency catch but weight.,0.6699999999999999,0.68
7449,romance,1996-09-15,Hear also growth option.,1.14,7.38
7450,romance,2019-10-17,Lot value let produce person.,1.79,1.28
7451,documentary,2016-05-13,Audience toward pay catch.,1.25,5.87
7452,documentary,1996-09-09,Health some response feeling whole sell.,0.74,7.42
7453,romance,2005-11-12,Dark success couple important.,2.3200000000000003,5.99
7454,documentary,1985-05-10,Approach kitchen personal nothing low product film.,0.22,5.95
7455,documentary,2015-03-13,Smile population stuff me.,0.6000000000000001,7.78
7456,comedy,1992-11-01,Paper people night with call phone report.,1.74,2.93
7457,comedy,1998-12-01,Part stay camera century wait some.,1.73,1.32
7458,scifi,2018-05-03,Oil response program here source.,2.18,4.99
7459,scifi,2005-04-01,Key fund line subject responsibility.,2.8600000000000003,7.91
7460,documentary,1996-10-08,Speech skill behavior present prevent.,0.76,2.3
7461,documentary,2014-06-30,Detail might pass his share must.,1.72,8.22
7462,romance,1983-04-07,Data American lead lose point professor soldier.,2.5,4.96
7463,scifi,2007-04-16,People safe above news year.,2.2800000000000002,6.68
7464,documentary,2017-08-20,Quality those might mouth.,0.71,7.58
7465,documentary,1996-06-17,Purpose defense weight those suddenly house.,1.96,7.85
7466,scifi,2014-10-12,It serious talk animal performance fish environment.,1.02,4.75
7467,comedy,2002-10-02,Them system special consumer later.,1.39,9.8
7468,documentary,1977-05-04,Then box physical rate lead even stage.,1.19,7.63
7469,comedy,1978-07-06,Management talk thank claim exactly after.,3.06,7.85
7470,comedy,2002-08-18,Professor next ok although imagine rise arm he.,0.37,3.11
7471,comedy,2020-06-24,Without call home large year throw already.,1.52,8.39
7472,documentary,2014-05-29,Threat none message light population and.,2.8200000000000003,2.44
7473,comedy,1998-03-03,Thus increase find idea more PM page.,0.48000000000000004,8.35
7474,documentary,2012-09-06,Manager teacher compare.,1.28,4.05
7475,scifi,1977-03-09,Available gas vote front sometimes never.,2.93,0.34
7476,romance,1983-11-19,Every especially hope relate lawyer likely.,1.98,4.64
7477,scifi,1982-10-14,Those vote art senior win.,0.8600000000000001,7.49
7478,documentary,1987-02-02,Executive describe religious.,1.22,4.59
7479,romance,1977-01-13,Far group behind price movie.,1.3499999999999999,8.62
7480,comedy,2001-07-04,Common require participant total which.,0.49,8.07
7481,comedy,2001-12-21,Time sort phone my.,1.1300000000000001,8.37
7482,romance,1988-07-06,Up focus these management he necessary real.,1.4,3.48
7483,romance,2003-07-11,Whole teach box many security agreement various sit.,0.62,3.54
7484,scifi,2011-05-24,Relate watch something sit.,1.38,3.29
7485,documentary,2015-06-19,Look information minute.,1.39,7.16
7486,documentary,2003-10-08,Tonight subject us American tough perhaps.,0.34,4.04
7487,documentary,2002-07-06,Today as how maintain impact keep national.,0.27,2.6
7488,comedy,2006-08-21,Eat public there science skill item collection difficult.,3.0700000000000003,9.34
7489,documentary,2005-08-04,Democratic so dream total myself hot doctor.,1.23,7.46
7490,documentary,1987-01-27,Once life dog eye military.,1.44,1.5
7491,comedy,2016-08-23,Threat until million six would away spend.,1.1,5.32
7492,documentary,1998-12-01,Lead inside another certainly.,1.18,8.61
7493,documentary,1987-10-17,Situation information quite control student.,3.12,3.65
7494,comedy,1998-06-10,Throughout international live serious phone scientist.,2.64,7.96
7495,documentary,1979-01-11,Various try determine.,0.95,0.01
7496,romance,2001-08-17,Other high news film.,0.8300000000000001,8.55
7497,scifi,2005-12-08,Fight marriage student window grow entire heavy.,0.32,8.44
7498,documentary,1982-04-21,Suggest learn form peace friend allow poor eat.,0.98,4.78
7499,comedy,2001-10-18,Focus training stock computer election trade life anything.,1.3299999999999998,6.19
7500,documentary,1992-08-10,Star business reduce leader available address.,1.91,2.7
7501,documentary,2021-09-10,Current stage that including popular apply.,0.51,8.4
7502,romance,2021-10-17,Usually threat today easy kind tax middle.,2.21,0.52
7503,comedy,2007-10-16,Everyone somebody kind from hold.,1.97,3.88
7504,documentary,2009-09-12,Job charge not enjoy same difference speech fish.,0.8300000000000001,2.38
7505,scifi,1997-12-16,Return church live professor.,2.4400000000000004,1.54
7506,documentary,2021-08-01,Contain half soon yard really energy me arrive.,0.34,7.01
7507,comedy,1991-04-27,Box garden poor start question public common six.,2.7800000000000002,3.8
7508,romance,1983-01-04,Dog large officer ball pull magazine.,2.0,6.65
7509,documentary,2001-04-09,Heart responsibility defense we ground.,0.26,1.63
7510,romance,1992-07-31,Radio do writer.,0.34,3.73
7511,comedy,2001-09-15,Play alone animal degree media especially.,0.9299999999999999,5.18
7512,comedy,2009-08-04,Wear run they help American garden item within.,2.9400000000000004,4.01
7513,documentary,2003-11-02,Deal become every time generation soldier cup.,2.5300000000000002,5.1
7514,comedy,2019-11-29,Article light off perhaps arm.,0.98,4.55
7515,documentary,2003-08-13,Team recognize because.,1.79,8.63
7516,romance,2018-10-21,Important Democrat project contain available never production plant.,3.12,2.93
7517,scifi,2012-08-08,Only many high along management image form.,1.31,6.25
7518,comedy,2015-04-16,Each Congress generation process their manage.,2.23,7.9
7519,romance,1999-02-03,Mother whether defense.,3.1100000000000003,2.13
7520,romance,2019-02-20,As red catch dog though want.,2.13,2.03
7521,romance,2010-01-31,Morning face newspaper particular quite from.,1.67,7.35
7522,romance,1995-03-17,Alone friend others after account loss quite edge.,2.6300000000000003,7.06
7523,documentary,2010-02-21,Yet worry camera cell speech everyone year himself.,1.31,9.91
7524,scifi,1997-06-19,Others gas short deal bag fund.,0.76,5.72
7525,documentary,1998-09-23,Suddenly treatment history lose each own.,1.22,2.33
7526,romance,1991-05-23,Crime question huge travel choose lot.,0.6699999999999999,2.8
7527,scifi,1978-11-02,Election pick employee lose hit ability.,2.99,5.12
7528,romance,1991-05-17,Provide of century suddenly finish mention.,2.99,4.29
7529,scifi,1995-01-27,Child box other air reduce.,1.03,7.06
7530,romance,2020-08-21,Street water south that.,1.1,4.54
7531,scifi,1987-12-27,Assume trip area book suggest little.,2.1,0.02
7532,romance,2019-11-29,Water agreement care.,0.73,8.78
7533,comedy,2007-02-22,Family relate role improve.,2.75,9.85
7534,documentary,1984-10-02,Sport bed who often technology win trip.,2.15,6.33
7535,comedy,2015-05-12,Common simply lose food oil finally.,2.6,3.74
7536,documentary,1993-01-12,Next dream last save sign alone.,1.24,6.29
7537,scifi,1986-02-19,Ever phone life speech remember between.,0.35,7.28
7538,scifi,1978-08-10,Not back on bar bed.,2.7600000000000002,4.33
7539,comedy,2015-04-14,Sport discover image.,2.3000000000000003,2.07
7540,comedy,1981-07-02,Number hundred help quality your until.,0.39,9.88
7541,comedy,2003-01-16,Teach tend visit economy within in act.,1.72,9.46
7542,documentary,1981-05-23,Important especially box theory because.,2.0700000000000003,9.53
7543,comedy,2004-10-05,Hope manager almost fund summer people executive.,2.91,3.68
7544,comedy,1983-07-06,Mrs prepare notice surface.,1.8599999999999999,1.64
7545,scifi,1987-12-13,Society list number every sea sing hot.,0.5,5.27
7546,documentary,1984-04-11,Sort me possible draw thing can stay.,0.79,1.81
7547,scifi,2015-12-25,Yourself he growth billion.,1.15,4.1
7548,comedy,1991-10-11,Top look most.,2.43,8.49
7549,documentary,1983-09-28,Imagine thing region me whose.,2.83,0.63
7550,romance,2011-03-15,Run first draw magazine expert.,3.16,6.49
7551,romance,1985-07-23,Over practice our type accept.,0.22,2.68
7552,scifi,1980-07-25,By light word your door second.,1.81,4.64
7553,romance,2012-07-03,Agency people from ten open still.,1.5899999999999999,4.93
7554,romance,2010-05-08,Author safe data ever minute none.,0.72,6.06
7555,comedy,2016-05-07,Main cold whose pull far history.,2.8400000000000003,2.23
7556,romance,2009-06-17,Painting outside medical note director.,1.43,0.0
7557,scifi,2007-04-13,Ahead red show into bed change.,0.62,9.15
7558,romance,1996-06-28,Word speech very word economic off.,1.54,4.15
7559,romance,2002-04-02,Color meeting me.,2.14,1.3
7560,comedy,1998-07-24,Feeling talk late necessary left everybody one.,0.31,9.2
7561,comedy,1986-09-30,Outside collection writer student marriage never subject.,1.98,0.2
7562,romance,2018-04-24,Brother company cold respond scientist later really box.,0.8999999999999999,0.73
7563,comedy,2007-12-27,Have child arrive draw.,0.94,1.13
7564,comedy,2012-04-02,Rate build player.,0.34,2.06
7565,comedy,1991-01-18,City official go student accept.,0.35,3.59
7566,documentary,2010-01-02,Somebody treatment debate position.,2.3400000000000003,8.74
7567,scifi,1985-05-04,House address society sell reduce daughter close.,1.81,6.61
7568,comedy,2004-06-18,Office where president word race pay claim.,2.08,8.14
7569,scifi,2009-01-02,Per design front case.,0.71,3.63
7570,documentary,1995-09-21,Wonder try guess behavior marriage owner ten body.,1.5999999999999999,1.44
7571,romance,2015-02-26,Sense final baby impact piece top attorney.,3.08,5.91
7572,romance,2009-10-31,Crime use interesting team speak whatever personal you.,2.09,3.78
7573,scifi,1978-02-28,Small describe down people.,2.77,4.96
7574,comedy,1999-11-15,Wind show former mother.,0.9299999999999999,7.4
7575,documentary,1985-12-13,Still stay glass six young low.,2.79,5.15
7576,scifi,1989-03-07,Sea ever where democratic.,2.2,7.11
7577,comedy,1986-01-13,Sell feeling with security treatment meet.,0.53,0.1
7578,scifi,2015-02-05,Available strategy determine.,2.8600000000000003,0.29
7579,comedy,1977-02-01,Especially my business when east.,2.23,4.7
7580,scifi,1995-01-07,Prevent recognize decision teach know.,0.48000000000000004,2.67
7581,documentary,2021-06-26,Under market identify garden mind team region go.,1.23,5.0
7582,comedy,2007-09-01,Product pay by fact sell sit interview.,3.0300000000000002,7.35
7583,scifi,1977-11-07,Growth occur those visit better high.,2.1,0.33
7584,comedy,2005-08-26,Husband despite need staff group pass method.,2.4200000000000004,1.63
7585,comedy,2000-08-04,Despite fall sign improve.,1.4,8.81
7586,scifi,1990-06-27,Hair less trial whom always.,1.23,2.51
7587,comedy,1996-07-12,Need available development little institution because.,2.9000000000000004,6.47
7588,scifi,2006-12-28,Here field statement imagine unit anything.,0.32,8.21
7589,documentary,1998-05-03,Know price today.,2.7600000000000002,6.83
7590,comedy,1996-04-05,Husband require student section.,2.9200000000000004,6.82
7591,scifi,1991-04-22,Low suddenly however seven newspaper.,0.66,1.86
7592,romance,2020-11-27,Scene themselves ten difference remain small.,0.28,5.57
7593,documentary,1990-11-18,Prepare walk represent amount minute face skin again.,3.0300000000000002,6.35
7594,documentary,2006-02-13,Join but way near week understand.,1.78,1.91
7595,documentary,1981-05-20,Important bad fish language say glass hope.,2.5100000000000002,9.68
7596,scifi,2015-02-04,Way enter huge city last former rather.,1.07,0.86
7597,documentary,2018-08-21,Deep media may.,1.3599999999999999,7.62
7598,comedy,2004-02-28,Bit power page key that save very.,2.7,0.12
7599,comedy,2013-11-28,Green go line anything.,0.61,3.59
7600,comedy,1993-12-30,Artist site across.,2.41,5.19
7601,comedy,1979-01-17,Record same national animal someone job.,0.6000000000000001,7.35
7602,scifi,1980-09-29,Week edge newspaper tax piece.,2.8200000000000003,2.14
7603,comedy,2011-04-28,Woman raise hold color cultural personal grow its.,2.8400000000000003,3.41
7604,comedy,2011-06-09,Fish production cup network.,0.94,9.74
7605,romance,2017-08-05,Measure focus if win face world.,0.39,5.15
7606,comedy,2021-02-21,Learn hard local arm.,0.37,8.17
7607,comedy,1982-01-22,Friend go machine newspaper possible.,1.69,4.81
7608,documentary,2007-06-07,Stock suffer score strong sing science.,1.15,3.0
7609,documentary,2001-12-22,Rock concern fact actually.,2.15,3.78
7610,comedy,1999-09-10,Partner indeed stock arrive professional course force.,1.5,7.55
7611,documentary,1993-01-29,Time behind bill action air.,1.08,5.31
7612,comedy,2018-09-17,Player seek particular officer.,1.54,2.01
7613,scifi,1983-12-28,Ground action hope ok respond rather.,2.27,8.23
7614,scifi,2007-07-19,News produce discussion a community window condition matter.,0.8600000000000001,1.15
7615,documentary,2011-11-27,Society as rich this watch then.,0.41000000000000003,7.71
7616,scifi,2016-05-24,Feel important without.,1.1,3.32
7617,scifi,2019-09-17,Best change rock road consumer citizen.,2.2,8.7
7618,scifi,2003-10-06,Service exactly health do concern.,0.64,3.91
7619,comedy,2021-07-22,Seat edge sell sell ability.,2.97,9.78
7620,romance,1992-11-06,Really son organization former pretty Congress both.,1.1300000000000001,2.3
7621,scifi,1987-03-23,Marriage floor west million.,1.2,6.26
7622,romance,1999-11-20,Off foot player plan detail.,2.27,7.6
7623,romance,2001-03-06,Above ahead happy green.,0.81,9.25
7624,scifi,1992-02-22,Popular between billion themselves international.,1.15,6.9
7625,scifi,2013-07-31,Environmental your specific author white whom necessary.,2.0100000000000002,9.22
7626,scifi,2006-01-20,Our offer important nothing get go charge article.,3.02,6.63
7627,scifi,2014-02-04,Total half simple.,2.3800000000000003,8.33
7628,documentary,1986-10-11,Require name expert whatever thought successful good.,1.26,0.59
7629,comedy,2007-01-29,Have however agree act successful world however up.,2.33,1.96
7630,scifi,1985-08-03,Hear money say impact industry rule.,2.54,2.93
7631,documentary,2019-02-24,Significant gun list another better memory.,1.54,3.05
7632,documentary,1978-04-29,New accept eye them different rock affect dark.,0.78,7.92
7633,documentary,2011-11-30,Voice into real.,0.9199999999999999,5.05
7634,documentary,1989-01-20,Why realize open surface close cut include.,1.3299999999999998,8.63
7635,documentary,1980-11-05,Blood pass government resource certain person.,0.8800000000000001,3.25
7636,scifi,2009-06-06,Wife choice nation good half another message.,1.57,0.38
7637,documentary,1988-04-17,Cut near ready teach age name scientist begin.,1.11,7.03
7638,romance,1981-12-22,How laugh these partner end imagine.,2.68,4.12
7639,romance,1997-02-26,Idea note serious.,3.06,3.85
7640,comedy,2015-09-28,After before table third office skin.,2.85,9.47
7641,documentary,1994-09-27,Both discussion quite once gas performance real.,1.38,2.26
7642,romance,1998-12-02,Success occur country item.,0.78,2.33
7643,documentary,1983-03-14,Development tonight present.,2.0300000000000002,4.83
7644,scifi,2011-04-14,Despite forget build him sort adult four idea.,1.54,8.0
7645,scifi,2009-06-09,After big need together by benefit.,2.08,3.67
7646,comedy,2021-07-04,Wait decade professor station measure still.,1.47,1.05
7647,comedy,1983-04-01,Score natural have end.,2.16,3.82
7648,romance,2000-12-17,President visit activity beautiful part.,1.01,4.48
7649,comedy,2009-08-24,Meeting check run some third.,3.0100000000000002,3.15
7650,documentary,1979-02-14,Everything deep Mrs everyone probably try yeah.,3.1,1.75
7651,comedy,1992-04-08,Reason learn risk stop and black sing.,2.33,0.92
7652,documentary,1991-12-22,Claim daughter especially pay.,0.48000000000000004,1.39
7653,comedy,2021-11-05,Product step cell simply do but change.,1.67,1.96
7654,romance,2004-02-13,Other by answer number Republican better.,0.34,0.67
7655,comedy,2019-10-02,Suggest difficult safe one even language perhaps.,1.15,7.89
7656,scifi,1988-01-30,True low soldier need.,2.5100000000000002,5.92
7657,romance,1978-12-05,Left on another north.,1.3399999999999999,1.03
7658,comedy,1987-12-04,Close within join.,2.14,0.17
7659,scifi,2003-02-19,Big everyone surface late middle trade.,2.58,8.18
7660,documentary,2007-05-30,Loss they smile line challenge phone himself.,2.75,0.59
7661,romance,1986-03-27,Forward price capital but project.,1.93,8.6
7662,romance,1977-04-06,Across early voice at best guy gun.,0.73,8.16
7663,documentary,2015-01-04,Republican although break west power drive politics another.,1.29,6.37
7664,comedy,2019-08-12,Accept few marriage fund teacher west.,1.53,6.08
7665,comedy,1980-11-02,Property while kid day push.,2.8800000000000003,1.34
7666,scifi,2011-06-16,Would point work key piece land line.,1.97,4.79
7667,scifi,1996-06-12,Walk month design agree next.,2.12,4.84
7668,romance,1988-01-28,Responsibility another up manage from ever how.,0.8700000000000001,3.5
7669,scifi,2017-12-22,Over indeed pass attention speech.,1.8399999999999999,1.31
7670,documentary,1992-05-07,If back adult because.,1.41,3.88
7671,scifi,2010-05-11,Student race once fill tree.,0.22,7.0
7672,romance,2013-06-19,Dinner not north scientist shake.,2.99,4.96
7673,documentary,2014-09-22,Listen rather score might.,2.99,4.41
7674,comedy,1983-09-25,Power better event quality they.,1.3299999999999998,8.31
7675,comedy,2007-05-29,Three might throw prepare several.,2.27,8.94
7676,documentary,2007-04-17,Door past well themselves force.,0.27,7.67
7677,documentary,1990-01-13,Field performance same require hard me hear.,2.0300000000000002,7.52
7678,scifi,2020-07-07,Body style audience term try language.,2.4400000000000004,4.67
7679,romance,2000-02-28,Third buy day special left foot.,1.41,4.62
7680,documentary,1989-01-27,Ground agree dream maybe summer produce order.,0.53,9.75
7681,scifi,1978-10-22,Cover attention figure travel leave.,1.8399999999999999,7.34
7682,romance,1989-05-28,Believe exactly and.,2.7,2.47
7683,documentary,2020-10-10,Hundred cultural career from.,1.11,9.61
7684,romance,2019-10-02,Director road more scene sport health.,1.7,1.04
7685,documentary,1997-07-08,Beyond stand eye government.,2.24,6.24
7686,documentary,2009-10-31,Entire feel environment or argue Congress.,1.9,9.11
7687,scifi,1994-08-19,Recent that option consumer once against must.,3.04,1.93
7688,documentary,1978-05-04,Game until back animal mouth structure value.,2.2,5.53
7689,romance,1995-03-12,Power already less recently let great.,1.14,4.33
7690,romance,2005-12-26,Enjoy thank field explain act spring minute.,1.96,3.59
7691,comedy,2010-10-17,Ever manage bar follow sport note.,0.56,8.5
7692,documentary,2012-03-16,Response peace with their.,1.12,6.87
7693,romance,2005-06-10,Husband money actually size account.,0.42000000000000004,0.21
7694,scifi,2005-07-20,Majority she night seem.,0.69,1.95
7695,romance,2019-07-17,Seat sure identify though while particularly.,0.36,2.92
7696,romance,2020-05-25,Fish factor mission hand seek that PM.,2.19,6.6
7697,documentary,1992-08-03,Left color my.,1.64,7.21
7698,scifi,2019-11-07,Miss partner traditional use pull close add.,2.04,2.61
7699,comedy,2011-02-09,Interesting wall occur something.,3.0500000000000003,9.81
7700,romance,2015-08-21,Score anyone happy you structure.,0.43000000000000005,2.64
7701,scifi,2004-03-05,Chance leave participant sign happen trade.,2.35,5.1
7702,scifi,2020-03-07,Stuff poor the despite possible itself manager.,1.9,7.02
7703,comedy,1986-02-22,Line indeed against half enough their.,0.8300000000000001,6.25
7704,romance,2004-12-20,Security cup goal determine.,1.8699999999999999,7.5
7705,romance,1988-11-25,Last garden exactly action.,1.43,3.31
7706,documentary,1993-12-19,Move mention enjoy inside administration section population not.,0.6699999999999999,1.19
7707,scifi,1990-07-11,Professor receive single front clear.,1.8699999999999999,7.97
7708,romance,1977-09-30,Condition subject on son watch side dinner.,1.52,5.03
7709,romance,1987-05-25,Organization black scene event.,2.52,4.79
7710,scifi,2014-06-02,Time reveal also message raise east owner.,1.3499999999999999,8.5
7711,romance,2020-10-27,Painting new training rate option.,0.8400000000000001,9.82
7712,documentary,1993-11-24,Can event real lot accept project.,1.72,8.72
7713,romance,1989-11-19,Region production example station.,3.0300000000000002,7.31
7714,documentary,1989-07-08,Course part billion.,2.8600000000000003,9.78
7715,documentary,2010-08-18,Perhaps body agency power.,1.63,7.05
7716,scifi,1978-08-02,Election reality add factor.,2.5900000000000003,0.36
7717,comedy,1978-05-03,Side star law rule.,2.79,2.84
7718,scifi,2019-11-08,Size I suffer word eight third voice.,2.64,3.02
7719,scifi,1984-06-16,Run special discussion one realize last call.,3.1900000000000004,6.19
7720,comedy,1984-06-21,After analysis mouth fire.,1.98,2.48
7721,romance,1987-06-23,Opportunity number like buy store.,3.0700000000000003,7.35
7722,romance,1985-12-31,How easy from language economy hundred line.,0.5800000000000001,8.55
7723,scifi,1984-04-22,Happy candidate provide on.,3.0700000000000003,9.15
7724,romance,2008-06-07,Inside coach start herself bring.,0.8899999999999999,3.49
7725,documentary,2001-10-19,Throw evidence window campaign he season.,2.4000000000000004,2.97
7726,comedy,2000-06-22,Couple administration already direction state.,1.53,6.9
7727,romance,1993-09-25,Like begin age since part.,1.75,1.83
7728,romance,1987-03-08,Real world religious dark ten lawyer.,2.6700000000000004,5.02
7729,romance,2014-05-29,Machine voice name allow she decade point.,2.04,8.94
7730,comedy,2002-11-27,Space course drug image little reveal.,0.73,0.68
7731,romance,1981-09-29,Charge yeah against data her.,0.24000000000000002,8.94
7732,documentary,1988-09-10,Model size suggest church health cold.,2.3200000000000003,3.59
7733,scifi,1995-12-18,Accept someone understand performance rock require five.,0.6799999999999999,4.12
7734,romance,2018-04-09,Easy buy letter almost better say realize.,2.2800000000000002,4.56
7735,documentary,1993-05-10,Very perhaps idea economy quite fire care.,0.8,2.03
7736,romance,2014-06-19,Financial issue western school pull.,0.22,3.51
7737,documentary,2000-11-17,Perhaps reduce everything so anyone though information.,1.49,6.59
7738,scifi,1996-10-26,Argue region whether their natural view.,2.66,7.96
7739,comedy,2004-05-19,Us car rate then spring.,2.37,7.65
7740,romance,1989-07-04,About wind sign before become water.,1.3499999999999999,6.13
7741,romance,1980-03-19,Understand look teach role.,0.43000000000000005,2.32
7742,documentary,2010-09-12,Information wear include office.,1.6199999999999999,4.0
7743,comedy,1983-12-25,Event they whole too quickly.,1.29,5.7
7744,documentary,1997-05-04,Partner finish attorney amount young rest race mother.,1.98,7.07
7745,romance,2000-04-10,Identify pull each feeling.,1.68,3.08
7746,scifi,2019-10-20,Source pull east time identify special husband.,0.35,5.76
7747,scifi,1996-04-06,Wind response media.,2.52,1.7
7748,scifi,2019-07-07,Suddenly item game leave against card include.,1.19,0.39
7749,romance,2021-11-11,Less design job floor possible evening.,2.6,0.93
7750,scifi,1978-03-24,Design much interesting box.,0.61,1.17
7751,comedy,1991-11-30,Age change strong next member weight.,1.24,8.95
7752,documentary,1983-05-02,Chance maybe party.,2.87,8.61
7753,romance,1986-06-05,Surface eight down per image serious best effort.,2.5,5.86
7754,scifi,2010-11-27,Writer its point eight.,0.9099999999999999,9.47
7755,scifi,2002-10-31,Table school so feel.,2.25,8.16
7756,comedy,2013-05-10,Next beautiful back team church a along.,2.29,5.13
7757,comedy,2010-07-06,Respond deal cold share it late rock become.,1.3599999999999999,8.01
7758,documentary,2008-05-09,Hot seat teacher paper administration entire.,1.6199999999999999,8.66
7759,documentary,1977-10-02,Teach computer person even above.,2.97,9.1
7760,documentary,1981-02-21,Wonder action stage less professional.,1.92,0.1
7761,documentary,1993-07-15,Else apply season close level lawyer common American.,0.5900000000000001,4.14
7762,scifi,2000-01-25,Yard answer surface table.,2.9200000000000004,8.27
7763,comedy,1996-03-24,Reality top who seat analysis then.,0.56,3.61
7764,comedy,1983-09-02,Its money more rather sit suddenly air kind.,0.37,6.45
